block,ring,CO2,DOY,canopy_t
2,3,elevated,208,24.1522
2,3,elevated,209,24.6756
2,3,elevated,210,22.3361
2,3,elevated,211,21.6452
2,3,elevated,212,22.5309
2,3,elevated,213,20.1696
2,3,elevated,214,20.9395
2,3,elevated,215,22.8463
2,3,elevated,216,21.6231
2,3,elevated,217,23.1641
2,3,elevated,218,22.1419
2,3,elevated,219,20.5816
2,3,elevated,220,26.3145
2,3,elevated,221,27.0402
2,3,elevated,222,25.3201
2,3,elevated,223,24.7135
2,3,elevated,224,22.3101
2,3,elevated,225,22.5747
2,3,elevated,226,24.2489
2,3,elevated,227,24.7202
2,3,elevated,228,24.7554
2,3,elevated,229,25.1829
2,3,elevated,230,24.15
2,3,elevated,231,22.9172
2,3,elevated,232,21.2551
2,3,elevated,233,19.5018
2,3,elevated,234,17.8744
2,3,elevated,235,19.2761
2,3,elevated,236,20.6403
2,3,elevated,237,21.9226
2,3,elevated,238,22.9939
2,3,elevated,239,24.8482
2,3,elevated,240,21.1793
2,3,elevated,241,18.8771
2,3,elevated,242,16.1074
2,3,elevated,243,16.3871
2,3,elevated,244,17.6923
2,3,elevated,245,19.1383
2,3,elevated,246,21.2042
2,3,elevated,247,20.9103
2,3,elevated,248,19.9486
2,3,elevated,249,21.1059
2,3,elevated,250,21.5237
2,3,elevated,251,21.5031
2,3,elevated,252,20.8844
2,3,elevated,253,22.5024
2,3,elevated,254,22.154
2,3,elevated,255,21.4009
2,3,elevated,256,20.8903
2,3,elevated,257,21.9164
2,3,elevated,258,23.007
2,3,elevated,259,22.9927
2,3,elevated,260,19.9438
2,3,elevated,261,20.7532
2,3,elevated,262,22.2806
2,3,elevated,263,18.8524
3,10,ambient,203,.
3,10,ambient,204,.
3,10,ambient,205,.
3,10,ambient,206,.
3,10,ambient,207,.
3,10,ambient,208,.
3,10,ambient,209,.
3,10,ambient,210,.
3,10,ambient,211,.
3,10,ambient,212,.
3,10,ambient,213,.
3,10,ambient,214,.
3,10,ambient,215,.
3,10,ambient,216,.
3,10,ambient,217,.
3,10,ambient,218,.
3,10,ambient,219,.
3,10,ambient,220,.
3,10,ambient,221,.
3,10,ambient,222,.
3,10,ambient,223,24.2524
3,10,ambient,224,21.6427
3,10,ambient,225,22.2603
3,10,ambient,226,23.9369
3,10,ambient,227,24.4682
3,10,ambient,228,24.5995
3,10,ambient,229,24.9872
3,10,ambient,230,23.9955
3,10,ambient,231,22.9387
3,10,ambient,232,20.9772
3,10,ambient,233,19.422
3,10,ambient,234,17.5877
3,10,ambient,235,19.1173
3,10,ambient,236,20.4812
3,10,ambient,237,21.7673
3,10,ambient,238,22.8065
3,10,ambient,239,24.6856
3,10,ambient,240,21.2416
3,10,ambient,241,18.521
3,10,ambient,242,15.9749
3,10,ambient,243,16.1728
3,10,ambient,244,17.5403
3,10,ambient,245,19.1325
3,10,ambient,246,21.0803
3,10,ambient,247,20.6224
3,10,ambient,248,20.0263
3,10,ambient,249,21.1109
3,10,ambient,250,21.5464
3,10,ambient,251,21.7304
3,10,ambient,252,20.9869
3,10,ambient,253,22.7243
3,10,ambient,254,22.6164
3,10,ambient,255,21.8884
3,10,ambient,256,21.5334
3,10,ambient,257,22.8406
3,10,ambient,258,23.6659
3,10,ambient,259,23.5965
3,10,ambient,260,20.9635
3,10,ambient,261,21.6971
3,10,ambient,262,23.3613
3,10,ambient,263,19.0631
3,14,elevated,203,22.1284
3,14,elevated,204,24.8524
3,14,elevated,205,25.5055
3,14,elevated,206,23.9936
3,14,elevated,207,23.1788
3,14,elevated,208,24.0923
3,14,elevated,209,24.7361
3,14,elevated,210,22.5522
3,14,elevated,211,21.8868
3,14,elevated,212,22.7157
3,14,elevated,213,20.2409
3,14,elevated,214,21.1263
3,14,elevated,215,22.9761
3,14,elevated,216,21.6375
3,14,elevated,217,23.2219
3,14,elevated,218,22.2555
3,14,elevated,219,20.4916
3,14,elevated,220,26.4265
3,14,elevated,221,27.2356
3,14,elevated,222,25.4916
3,14,elevated,223,24.6836
3,14,elevated,224,22.311
3,14,elevated,225,22.5745
3,14,elevated,226,24.1661
3,14,elevated,227,24.815
3,14,elevated,228,24.7525
3,14,elevated,229,25.1693
3,14,elevated,230,24.3366
3,14,elevated,231,22.804
3,14,elevated,232,21.3788
3,14,elevated,233,19.7765
3,14,elevated,234,18.1225
3,14,elevated,235,19.3887
3,14,elevated,236,20.4974
3,14,elevated,237,21.873
3,14,elevated,238,23.1725
3,14,elevated,239,24.6565
3,14,elevated,240,21.2459
3,14,elevated,241,19.0238
3,14,elevated,242,16.2504
3,14,elevated,243,16.5063
3,14,elevated,244,17.913
3,14,elevated,245,19.4113
3,14,elevated,246,21.3186
3,14,elevated,247,21.18
3,14,elevated,248,19.9128
3,14,elevated,249,21.1835
3,14,elevated,250,21.8585
3,14,elevated,251,21.8844
3,14,elevated,252,21.0126
3,14,elevated,253,22.9116
3,14,elevated,254,22.7924
3,14,elevated,255,22.1444
3,14,elevated,256,21.6833
3,14,elevated,257,22.6568
3,14,elevated,258,23.6874
3,14,elevated,259,23.3234
3,14,elevated,260,20.4701
3,14,elevated,261,21.4056
3,14,elevated,262,22.4705
3,14,elevated,263,18.7379
4,11,ambient,203,22.3193
4,11,ambient,204,25.0673
4,11,ambient,205,25.7413
4,11,ambient,206,23.415
4,11,ambient,207,22.8875
4,11,ambient,208,24.1214
4,11,ambient,209,24.6063
4,11,ambient,210,22.1511
4,11,ambient,211,21.62
4,11,ambient,212,22.1319
4,11,ambient,213,20.1265
4,11,ambient,214,20.7767
4,11,ambient,215,22.9132
4,11,ambient,216,21.8031
4,11,ambient,217,23.2569
4,11,ambient,218,22.3481
4,11,ambient,219,20.6298
4,11,ambient,220,26.4695
4,11,ambient,221,27.1866
4,11,ambient,222,25.1753
4,11,ambient,223,24.3565
4,11,ambient,224,21.7519
4,11,ambient,225,22.3716
4,11,ambient,226,24.0751
4,11,ambient,227,24.5682
4,11,ambient,228,24.6519
4,11,ambient,229,25.0494
4,11,ambient,230,24.0793
4,11,ambient,231,23.3131
4,11,ambient,232,21.0645
4,11,ambient,233,19.4298
4,11,ambient,234,17.4786
4,11,ambient,235,19.0304
4,11,ambient,236,20.2671
4,11,ambient,237,21.671
4,11,ambient,238,22.7791
4,11,ambient,239,24.5506
4,11,ambient,240,21.3086
4,11,ambient,241,18.5156
4,11,ambient,242,15.9716
4,11,ambient,243,15.8081
4,11,ambient,244,17.1713
4,11,ambient,245,18.715
4,11,ambient,246,20.8522
4,11,ambient,247,20.4773
4,11,ambient,248,20.07
4,11,ambient,249,21.1309
4,11,ambient,250,21.3424
4,11,ambient,251,21.4947
4,11,ambient,252,20.9765
4,11,ambient,253,22.5015
4,11,ambient,254,22.2281
4,11,ambient,255,21.6854
4,11,ambient,256,21.272
4,11,ambient,257,22.3885
4,11,ambient,258,23.5227
4,11,ambient,259,23.4474
4,11,ambient,260,20.8392
4,11,ambient,261,.
4,11,ambient,262,23.3721
4,11,ambient,263,19.2627
4,15,elevated,203,21.6552
4,15,elevated,204,24.4588
4,15,elevated,205,24.9791
4,15,elevated,206,23.906
4,15,elevated,207,23.1213
4,15,elevated,208,24.1908
4,15,elevated,209,24.718
4,15,elevated,210,22.434
4,15,elevated,211,21.8697
4,15,elevated,212,22.7024
4,15,elevated,213,20.2646
4,15,elevated,214,21.1878
4,15,elevated,215,23.1063
4,15,elevated,216,21.7201
4,15,elevated,217,23.2055
4,15,elevated,218,22.2339
4,15,elevated,219,20.5995
4,15,elevated,220,26.5784
4,15,elevated,221,27.3377
4,15,elevated,222,25.568
4,15,elevated,223,24.8
4,15,elevated,224,22.1805
4,15,elevated,225,22.7705
4,15,elevated,226,24.4905
4,15,elevated,227,25.1672
4,15,elevated,228,24.939
4,15,elevated,229,25.3571
4,15,elevated,230,24.4572
4,15,elevated,231,22.8743
4,15,elevated,232,21.461
4,15,elevated,233,19.8493
4,15,elevated,234,18.3144
4,15,elevated,235,19.5044
4,15,elevated,236,20.9036
4,15,elevated,237,22.3787
4,15,elevated,238,23.3793
4,15,elevated,239,25.1881
4,15,elevated,240,21.3429
4,15,elevated,241,19.2106
4,15,elevated,242,16.3753
4,15,elevated,243,16.7896
4,15,elevated,244,18.0138
4,15,elevated,245,19.5781
4,15,elevated,246,21.4273
4,15,elevated,247,21.219
4,15,elevated,248,19.9718
4,15,elevated,249,21.1965
4,15,elevated,250,21.8547
4,15,elevated,251,21.8143
4,15,elevated,252,20.9767
4,15,elevated,253,23.5255
4,15,elevated,254,22.695
4,15,elevated,255,22.1733
4,15,elevated,256,21.6745
4,15,elevated,257,22.7816
4,15,elevated,258,23.5465
4,15,elevated,259,23.3662
4,15,elevated,260,20.7283
4,15,elevated,261,21.6228
4,15,elevated,262,22.5941
4,15,elevated,263,18.8123
